,No.Voltas,Turno,Carro,C.O.,Nó,Sublanço,Kms,Incidências,Sentido,Auto Estradas
1100,4,0,1,Vila Franca de Xira I,Arruda dos Vinhos,A1/A10 - Arruda dos Vinhos,11.0,0.13018185162739723,Sequência AE_2,A1 + A10
1101,4,0,2,A9/A10,Arruda dos Vinhos,,0.0,0.0,Sequência AE_2,A10
1102,4,0,2,A9/A10,A9/A10,Arruda dos Vinhos - A9/A10,6.9,0.17885771809315065,Sequência AE_2,A10
1103,4,0,2,A9/A10,Benavente,A9/A10 - Benavente,32.4,0.16408889538904112,Sequência AE_2,A10
1104,4,0,3,Coimbra Norte (A1/A14),Benavente,,0.0,0.0,Sequência AE_2,A10 + A1
1105,4,0,3,Coimbra Norte (A1/A14),Carregado,Benavente - Carregado,15.368,0.08569996659315067,Sequência AE_2,A10 + A1
1106,4,0,3,Coimbra Norte (A1/A14),Aveiras de Cima,Carregado - Aveiras de Cima,15.516,0.7998764298287672,Sequência AE_2,A10 + A1
1107,4,0,4,Coimbra Norte (A1/A14),Aveiras de Cima,,0.0,0.0,Sequência AE_2,A1
1108,4,0,4,Coimbra Norte (A1/A14),Cartaxo,Aveiras de Cima - Cartaxo,11.286,0.4706021274657534,Sequência AE_2,A1
1109,4,0,4,Coimbra Norte (A1/A14),Santarém,Cartaxo - Santarém,8.08,0.3100284996826484,Sequência AE_2,A1
1110,4,0,4,Coimbra Norte (A1/A14),A1/A15,Santarém - A1/A15,1.185,0.1087966280219178,Sequência AE_2,A1
1111,4,0,5,Coimbra Norte (A1/A14),A1/A15,,0.0,0.0,Sequência AE_2,A1
1112,4,0,5,Coimbra Norte (A1/A14),Torres Novas (A1/A23),A1/A15 - Torres Novas (A1/A23),27.015,0.9786293242273971,Sequência AE_2,A1
1113,4,0,6,Coimbra Norte (A1/A14),Torres Novas (A1/A23),,0.0,0.0,Sequência AE_2,A1
1114,4,0,6,Coimbra Norte (A1/A14),Fátima,Torres Novas (A1/A23) - Fátima,20.325,0.761054449026484,Sequência AE_2,A1
1115,4,0,6,Coimbra Norte (A1/A14),Leiria,Fátima - Leiria,15.235,0.5700248198013699,Sequência AE_2,A1
1116,4,0,7,Coimbra Norte (A1/A14),Leiria,,0.0,0.0,Sequência AE_2,A1
1117,4,0,7,Coimbra Norte (A1/A14),Pombal,Leiria - Pombal,24.065,0.652505016569863,Sequência AE_2,A1
1118,4,0,7,Coimbra Norte (A1/A14),Soure,Pombal - Soure,14.736,0.4002388189273972,Sequência AE_2,A1
1119,4,0,8,Coimbra Norte (A1/A14),Soure,,0.0,0.0,Sequência AE_2,A1
1120,4,0,8,Coimbra Norte (A1/A14),Condeixa,Soure - Condeixa,13.045,0.33125275563561646,Sequência AE_2,A1
1121,4,0,8,Coimbra Norte (A1/A14),Coimbra Sul,Condeixa - Coimbra Sul,7.681,0.25238134948219176,Sequência AE_2,A1
1122,4,0,8,Coimbra Norte (A1/A14),Coimbra Norte (A1/A14),Coimbra Sul - Coimbra Norte (A1/A14),8.303,0.3233424657534247,Sequência AE_2,A1
1123,4,0,9,Coimbra Norte (A1/A14),Coimbra Norte (A1/A14),,0.0,0.0,Sequência AE_2,A1 + A14
1124,4,0,9,Coimbra Norte (A1/A14),Zombaria,Coimbra Norte (A1/A14) - Zombaria,1.1,0.05409795458493151,Sequência AE_2,A1 + A14
1125,4,0,9,Coimbra Norte (A1/A14),Ançã,Zombaria - Ançã,5.5,0.0785528430479452,Sequência AE_2,A1 + A14
1126,4,0,9,Coimbra Norte (A1/A14),EN 335,Ançã - EN 335,9.6,0.0,Sequência AE_2,A1 + A14
1127,4,0,9,Coimbra Norte (A1/A14),Montemor-o-Velho,EN 335 - Montemor-o-Velho,8.0,0.06834246575525114,Sequência AE_2,A1 + A14
1128,4,0,9,Coimbra Norte (A1/A14),Santa Eulália,Montemor-o-Velho - Santa Eulália,4.8,0.145283616030137,Sequência AE_2,A1 + A14
1129,4,0,9,Coimbra Norte (A1/A14),A14/A17,Santa Eulália - A14/A17,7.2,0.025464774954337903,Sequência AE_2,A1 + A14
1130,4,0,9,Coimbra Norte (A1/A14),Vila Verde,A14/A17 - Vila Verde,1.6,0.06957077625570776,Sequência AE_2,A1 + A14
1131,4,0,9,Coimbra Norte (A1/A14),Figueira da Foz,Vila Verde - Figueira da Foz,3.2,0.0,Sequência AE_2,A1 + A14
1132,4,0,10,Vila Verde,Figueira da Foz,Vila Verde - Figueira da Foz,0.75,0.0,Sequência AE_2,A14 + A1
1133,4,0,10,Vila Verde,Mealhada,Figueira da Foz - Mealhada,50.507,0.4296318493150685,Sequência AE_2,A14 + A1
1134,4,0,11,Vila Verde,Mealhada,Vila Verde - Mealhada,7.5,0.0,Sequência AE_2,A1
1135,4,0,11,Vila Verde,Aveiro Sul,Mealhada - Aveiro Sul,23.633,0.8119130670849315,Sequência AE_2,A1
1136,4,0,11,Vila Verde,Albergaria (A1/IP5),Aveiro Sul - Albergaria (A1/IP5),14.78,0.4853197548027397,Sequência AE_2,A1
1137,4,0,12,Vila Verde,Albergaria (A1/IP5),Vila Verde - Albergaria (A1/IP5),30.75,0.0,Sequência AE_2,A1
1138,4,0,12,Vila Verde,Estarreja,Albergaria (A1/IP5) - Estarreja,10.428,0.6392676301972603,Sequência AE_2,A1
1139,4,0,12,Vila Verde,Feira,Estarreja - Feira,16.832,0.7298388397917808,Sequência AE_2,A1
1140,4,0,13,Vila Verde,Feira,Vila Verde - Feira,62.25,0.0,Sequência AE_2,A1
1141,4,0,13,Vila Verde,Espinho (IC24),Feira - Espinho (IC24),9.8,0.5174556993264839,Sequência AE_2,A1
1142,4,0,13,Vila Verde,Feiteira,Espinho (IC24) - Feiteira,3.92,0.36881986195433786,Sequência AE_2,A1
1143,4,0,14,Vila Verde,Feiteira,Vila Verde - Feiteira,69.0,0.0,Sequência AE_2,A1
1144,4,0,14,Vila Verde,Carvalhos,Feiteira - Carvalhos,3.37,0.31692832208493155,Sequência AE_2,A1
1145,4,0,14,Vila Verde,Jaca,Carvalhos - Jaca,2.745,0.37564897960000004,Sequência AE_2,A1
1146,4,0,14,Vila Verde,Santo Ovídio,Jaca - Santo Ovídio,1.839,0.1580933219178082,Sequência AE_2,A1
1147,4,1,15,Vila Franca de Xira I,Sacavém,,0.0,0.0,Sequência AE_2,A1
1148,4,1,15,Vila Franca de Xira I,São João da Talha,Sacavém - São João da Talha,3.85,0.6458934550082192,Sequência AE_2,A1
1149,4,1,15,Vila Franca de Xira I,Sta Iria da Azóia,São João da Talha - Sta Iria da Azóia,2.95,0.3094879332388128,Sequência AE_2,A1
1150,4,1,15,Vila Franca de Xira I,Alverca (A1/A9),Sta Iria da Azóia - Alverca (A1/A9),6.24,0.6573296803652969,Sequência AE_2,A1
1151,4,1,15,Vila Franca de Xira I,Vila Franca de Xira II,Alverca (A1/A9) - Vila Franca de Xira II,7.46,0.5567310939479452,Sequência AE_2,A1
1152,4,1,16,Vila Franca de Xira I,Vila Franca de Xira II,,0.0,0.0,Sequência AE_2,A1 + A10
1153,4,1,16,Vila Franca de Xira I,Vila Franca de Xira I,Vila Franca de Xira II - Vila Franca de Xira I,3.4,0.32272046992694065,Sequência AE_2,A1 + A10
1154,4,1,16,Vila Franca de Xira I,PLLN,Vila Franca de Xira I - PLLN,3.975,0.32064800473424654,Sequência AE_2,A1 + A10
1155,4,1,16,Vila Franca de Xira I,A1/A10,PLLN - A1/A10,1.225,0.20695025236529677,Sequência AE_2,A1 + A10
1156,4,1,16,Vila Franca de Xira I,Arruda dos Vinhos,A1/A10 - Arruda dos Vinhos,11.0,0.1498124483013699,Sequência AE_2,A1 + A10
1157,4,1,17,A9/A10,Arruda dos Vinhos,,0.0,0.0,Sequência AE_2,A10
1158,4,1,17,A9/A10,A9/A10,Arruda dos Vinhos - A9/A10,6.9,0.17637358311963466,Sequência AE_2,A10
1159,4,1,17,A9/A10,Benavente,A9/A10 - Benavente,32.4,0.15421888664383562,Sequência AE_2,A10
1160,4,1,18,Coimbra Norte (A1/A14),Benavente,,0.0,0.0,Sequência AE_2,A10 + A1
1161,4,1,18,Coimbra Norte (A1/A14),Carregado,Benavente - Carregado,15.368,0.07216839292054793,Sequência AE_2,A10 + A1
1162,4,1,18,Coimbra Norte (A1/A14),Aveiras de Cima,Carregado - Aveiras de Cima,15.516,0.8259464764305936,Sequência AE_2,A10 + A1
1163,4,1,19,Coimbra Norte (A1/A14),Aveiras de Cima,,0.0,0.0,Sequência AE_2,A1
1164,4,1,19,Coimbra Norte (A1/A14),Cartaxo,Aveiras de Cima - Cartaxo,11.286,0.4647922246575342,Sequência AE_2,A1
1165,4,1,19,Coimbra Norte (A1/A14),Santarém,Cartaxo - Santarém,8.08,0.3734172263835616,Sequência AE_2,A1
1166,4,1,19,Coimbra Norte (A1/A14),A1/A15,Santarém - A1/A15,1.185,0.10728556374383563,Sequência AE_2,A1
1167,4,1,20,Coimbra Norte (A1/A14),A1/A15,,0.0,0.0,Sequência AE_2,A1
1168,4,1,20,Coimbra Norte (A1/A14),Torres Novas (A1/A23),A1/A15 - Torres Novas (A1/A23),27.015,1.0338830971479451,Sequência AE_2,A1
1169,4,1,21,Coimbra Norte (A1/A14),Torres Novas (A1/A23),,0.0,0.0,Sequência AE_2,A1
1170,4,1,21,Coimbra Norte (A1/A14),Fátima,Torres Novas (A1/A23) - Fátima,20.325,0.8083388970429225,Sequência AE_2,A1
1171,4,1,21,Coimbra Norte (A1/A14),Leiria,Fátima - Leiria,15.235,0.5254737817808219,Sequência AE_2,A1
1172,4,1,22,Coimbra Norte (A1/A14),Leiria,,0.0,0.0,Sequência AE_2,A1
1173,4,1,22,Coimbra Norte (A1/A14),Pombal,Leiria - Pombal,24.065,0.7767916863926941,Sequência AE_2,A1
1174,4,1,22,Coimbra Norte (A1/A14),Soure,Pombal - Soure,14.736,0.4651743205232877,Sequência AE_2,A1
1175,4,1,23,Coimbra Norte (A1/A14),Soure,,0.0,0.0,Sequência AE_2,A1
1176,4,1,23,Coimbra Norte (A1/A14),Condeixa,Soure - Condeixa,13.045,0.32128193690410956,Sequência AE_2,A1
1177,4,1,23,Coimbra Norte (A1/A14),Coimbra Sul,Condeixa - Coimbra Sul,7.681,0.28826495367397253,Sequência AE_2,A1
1178,4,1,23,Coimbra Norte (A1/A14),Coimbra Norte (A1/A14),Coimbra Sul - Coimbra Norte (A1/A14),8.303,0.2635068493150684,Sequência AE_2,A1
1179,4,1,24,Coimbra Norte (A1/A14),Coimbra Norte (A1/A14),,0.0,0.0,Sequência AE_2,A1 + A14
1180,4,1,24,Coimbra Norte (A1/A14),Zombaria,Coimbra Norte (A1/A14) - Zombaria,1.1,0.04577519234109589,Sequência AE_2,A1 + A14
1181,4,1,24,Coimbra Norte (A1/A14),Ançã,Zombaria - Ançã,5.5,0.09007392669497717,Sequência AE_2,A1 + A14
1182,4,1,24,Coimbra Norte (A1/A14),EN 335,Ançã - EN 335,9.6,0.0,Sequência AE_2,A1 + A14
1183,4,1,24,Coimbra Norte (A1/A14),Montemor-o-Velho,EN 335 - Montemor-o-Velho,8.0,0.04742130276894978,Sequência AE_2,A1 + A14
1184,4,1,24,Coimbra Norte (A1/A14),Santa Eulália,Montemor-o-Velho - Santa Eulália,4.8,0.18479056424885842,Sequência AE_2,A1 + A14
1185,4,1,24,Coimbra Norte (A1/A14),A14/A17,Santa Eulália - A14/A17,7.2,0.02444618395616438,Sequência AE_2,A1 + A14
1186,4,1,24,Coimbra Norte (A1/A14),Vila Verde,A14/A17 - Vila Verde,1.6,0.06528949771689498,Sequência AE_2,A1 + A14
1187,4,1,24,Coimbra Norte (A1/A14),Figueira da Foz,Vila Verde - Figueira da Foz,3.2,0.0,Sequência AE_2,A1 + A14
1188,4,1,25,Vila Verde,Figueira da Foz,Vila Verde - Figueira da Foz,0.75,0.0,Sequência AE_2,A14 + A1
1189,4,1,25,Vila Verde,Mealhada,Figueira da Foz - Mealhada,50.507,0.41527397260273974,Sequência AE_2,A14 + A1
1190,4,1,26,Vila Verde,Mealhada,Vila Verde - Mealhada,7.5,0.0,Sequência AE_2,A1
1191,4,1,26,Vila Verde,Aveiro Sul,Mealhada - Aveiro Sul,23.633,0.779262407550685,Sequência AE_2,A1
1192,4,1,26,Vila Verde,Albergaria (A1/IP5),Aveiro Sul - Albergaria (A1/IP5),14.78,0.4645046863123288,Sequência AE_2,A1
1193,4,1,27,Vila Verde,Albergaria (A1/IP5),Vila Verde - Albergaria (A1/IP5),30.75,0.0,Sequência AE_2,A1
1194,4,1,27,Vila Verde,Estarreja,Albergaria (A1/IP5) - Estarreja,10.428,0.6243378129315069,Sequência AE_2,A1
1195,4,1,27,Vila Verde,Feira,Estarreja - Feira,16.832,0.8563013700347032,Sequência AE_2,A1
1196,4,1,28,Vila Verde,Feira,Vila Verde - Feira,62.25,0.0,Sequência AE_2,A1
1197,4,1,28,Vila Verde,Espinho (IC24),Feira - Espinho (IC24),9.8,0.5087406559694064,Sequência AE_2,A1
1198,4,1,28,Vila Verde,Feiteira,Espinho (IC24) - Feiteira,3.92,0.33852394472237435,Sequência AE_2,A1
1199,4,1,29,Vila Verde,Feiteira,Vila Verde - Feiteira,69.0,0.0,Sequência AE_2,A1
1200,4,1,29,Vila Verde,Carvalhos,Feiteira - Carvalhos,3.37,0.3618826940118721,Sequência AE_2,A1
1201,4,1,29,Vila Verde,Jaca,Carvalhos - Jaca,2.745,0.3859407324657535,Sequência AE_2,A1
1202,4,1,29,Vila Verde,Santo Ovídio,Jaca - Santo Ovídio,1.839,0.13299914383561645,Sequência AE_2,A1
1203,4,2,30,Vila Franca de Xira I,Sacavém,,0.0,0.0,Sequência AE_2,A1
1204,4,2,30,Vila Franca de Xira I,São João da Talha,Sacavém - São João da Talha,3.85,0.1343805174849315,Sequência AE_2,A1
1205,4,2,30,Vila Franca de Xira I,Sta Iria da Azóia,São João da Talha - Sta Iria da Azóia,2.95,0.09001043476666665,Sequência AE_2,A1
1206,4,2,30,Vila Franca de Xira I,Alverca (A1/A9),Sta Iria da Azóia - Alverca (A1/A9),6.24,0.1637260273972603,Sequência AE_2,A1
1207,4,2,30,Vila Franca de Xira I,Vila Franca de Xira II,Alverca (A1/A9) - Vila Franca de Xira II,7.46,0.13530118219452056,Sequência AE_2,A1
1208,4,2,30,Vila Franca de Xira I,Vila Franca de Xira I,Vila Franca de Xira II - Vila Franca de Xira I,3.4,0.05114814995068494,Sequência AE_2,A1
1209,4,2,30,Vila Franca de Xira I,PLLN,Vila Franca de Xira I - PLLN,3.975,0.0964449076739726,Sequência AE_2,A1
1210,4,2,31,A9/A10,PLLN,,0.0,0.0,Sequência AE_2,A1 + A10
1211,4,2,31,A9/A10,A1/A10,PLLN - A1/A10,1.225,0.03831780821917808,Sequência AE_2,A1 + A10
1212,4,2,31,A9/A10,Arruda dos Vinhos,A1/A10 - Arruda dos Vinhos,11.0,0.027896111063013703,Sequência AE_2,A1 + A10
1213,4,2,31,A9/A10,A9/A10,Arruda dos Vinhos - A9/A10,6.9,0.033535822142465754,Sequência AE_2,A1 + A10
1214,4,2,32,A9/A10,A9/A10,,0.0,0.0,Sequência AE_2,A10 + A1
1215,4,2,32,A9/A10,Benavente,A9/A10 - Benavente,32.4,0.02961002623561644,Sequência AE_2,A10 + A1
1216,4,2,32,A9/A10,Carregado,Benavente - Carregado,15.368,0.02706314734520548,Sequência AE_2,A10 + A1
1217,4,2,33,Coimbra Norte (A1/A14),Carregado,,0.0,0.0,Sequência AE_2,A1
1218,4,2,33,Coimbra Norte (A1/A14),Aveiras de Cima,Carregado - Aveiras de Cima,15.516,0.2133003812876712,Sequência AE_2,A1
1219,4,2,33,Coimbra Norte (A1/A14),Cartaxo,Aveiras de Cima - Cartaxo,11.286,0.1045782505479452,Sequência AE_2,A1
1220,4,2,33,Coimbra Norte (A1/A14),Santarém,Cartaxo - Santarém,8.08,0.0898967396849315,Sequência AE_2,A1
1221,4,2,33,Coimbra Norte (A1/A14),A1/A15,Santarém - A1/A15,1.185,0.03928767123013698,Sequência AE_2,A1
1222,4,2,34,Coimbra Norte (A1/A14),A1/A15,,0.0,0.0,Sequência AE_2,A1
1223,4,2,34,Coimbra Norte (A1/A14),Torres Novas (A1/A23),A1/A15 - Torres Novas (A1/A23),27.015,0.2443916879178082,Sequência AE_2,A1
1224,4,2,34,Coimbra Norte (A1/A14),Fátima,Torres Novas (A1/A23) - Fátima,20.325,0.17225048920273972,Sequência AE_2,A1
1225,4,2,35,Coimbra Norte (A1/A14),Fátima,,0.0,0.0,Sequência AE_2,A1
1226,4,2,35,Coimbra Norte (A1/A14),Leiria,Fátima - Leiria,15.235,0.11880276805479449,Sequência AE_2,A1
1227,4,2,35,Coimbra Norte (A1/A14),Pombal,Leiria - Pombal,24.065,0.17977179027945206,Sequência AE_2,A1
1228,4,2,36,Coimbra Norte (A1/A14),Pombal,,0.0,0.0,Sequência AE_2,A1
1229,4,2,36,Coimbra Norte (A1/A14),Soure,Pombal - Soure,14.736,0.10625809352054792,Sequência AE_2,A1
1230,4,2,36,Coimbra Norte (A1/A14),Condeixa,Soure - Condeixa,13.045,0.0620406498849315,Sequência AE_2,A1
1231,4,2,36,Coimbra Norte (A1/A14),Coimbra Sul,Condeixa - Coimbra Sul,7.681,0.03707972433150685,Sequência AE_2,A1
1232,4,2,36,Coimbra Norte (A1/A14),Coimbra Norte (A1/A14),Coimbra Sul - Coimbra Norte (A1/A14),8.303,0.07134246575342466,Sequência AE_2,A1
1233,4,2,37,Coimbra Norte (A1/A14),Coimbra Norte (A1/A14),,0.0,0.0,Sequência AE_2,A1 + A14
1234,4,2,37,Coimbra Norte (A1/A14),Zombaria,Coimbra Norte (A1/A14) - Zombaria,1.1,0.0013871270406392694,Sequência AE_2,A1 + A14
1235,4,2,37,Coimbra Norte (A1/A14),Ançã,Zombaria - Ançã,5.5,0.018852682331506845,Sequência AE_2,A1 + A14
1236,4,2,37,Coimbra Norte (A1/A14),EN 335,Ançã - EN 335,9.6,0.0,Sequência AE_2,A1 + A14
1237,4,2,37,Coimbra Norte (A1/A14),Montemor-o-Velho,EN 335 - Montemor-o-Velho,8.0,0.02092116298630137,Sequência AE_2,A1 + A14
1238,4,2,37,Coimbra Norte (A1/A14),Santa Eulália,Montemor-o-Velho - Santa Eulália,4.8,0.022939518320547945,Sequência AE_2,A1 + A14
1239,4,2,37,Coimbra Norte (A1/A14),A14/A17,Santa Eulália - A14/A17,7.2,0.007130136987214612,Sequência AE_2,A1 + A14
1240,4,2,37,Coimbra Norte (A1/A14),Vila Verde,A14/A17 - Vila Verde,1.6,0.009632876712328767,Sequência AE_2,A1 + A14
1241,4,2,37,Coimbra Norte (A1/A14),Figueira da Foz,Vila Verde - Figueira da Foz,3.2,0.0,Sequência AE_2,A1 + A14
1242,4,2,38,Vila Verde,Figueira da Foz,Vila Verde - Figueira da Foz,0.75,0.0,Sequência AE_2,A14 + A1
1243,4,2,38,Vila Verde,Mealhada,Figueira da Foz - Mealhada,50.507,0.10934075342465753,Sequência AE_2,A14 + A1
1244,4,2,39,Vila Verde,Mealhada,Vila Verde - Mealhada,7.5,0.0,Sequência AE_2,A1
1245,4,2,39,Vila Verde,Aveiro Sul,Mealhada - Aveiro Sul,23.633,0.16978342957808218,Sequência AE_2,A1
1246,4,2,39,Vila Verde,Albergaria (A1/IP5),Aveiro Sul - Albergaria (A1/IP5),14.78,0.13255912038630135,Sequência AE_2,A1
1247,4,2,40,Vila Verde,Albergaria (A1/IP5),Vila Verde - Albergaria (A1/IP5),30.75,0.0,Sequência AE_2,A1
1248,4,2,40,Vila Verde,Estarreja,Albergaria (A1/IP5) - Estarreja,10.428,0.16694250215342465,Sequência AE_2,A1
1249,4,2,40,Vila Verde,Feira,Estarreja - Feira,16.832,0.2175584206721461,Sequência AE_2,A1
1250,4,2,40,Vila Verde,Espinho (IC24),Feira - Espinho (IC24),9.8,0.16122830210593608,Sequência AE_2,A1
1251,4,2,41,Vila Verde,Espinho (IC24),Vila Verde - Espinho (IC24),64.5,0.0,Sequência AE_2,A1
1252,4,2,41,Vila Verde,Feiteira,Espinho (IC24) - Feiteira,3.92,0.10010824824474886,Sequência AE_2,A1
1253,4,2,41,Vila Verde,Carvalhos,Feiteira - Carvalhos,3.37,0.07529857297762556,Sequência AE_2,A1
1254,4,2,41,Vila Verde,Jaca,Carvalhos - Jaca,2.745,0.07890343863744294,Sequência AE_2,A1
1255,4,2,41,Vila Verde,Santo Ovídio,Jaca - Santo Ovídio,1.839,0.030113013698630137,Sequência AE_2,A1
