,No.Voltas,Turno,Carro,C.O.,Tempo_Resolucao_Incid,Tempo_Desloc_Incid,Tempo_Nos,Tempo_Patrulha,Temp_CO_Rota:,Tempo_Total,Tempo_Abertura,Nós,Extensoes_consideradas,Sentido,Auto Estradas
82,3,1,26,Carregado,0.32064800473424654,0.0,0.5,3.8643750000000003,1.3666666666666667,6.051689671400913,6.75,"[20.0, 10.0]",[51.525],Sequência AE_1,A10 + A1
83,3,1,27,Carregado,0.934062643147032,0.08780821925000001,1.0,0.553125,2.6666666666666665,5.2416625290636985,6.75,"[10.0, 40, 10.0]","[3.975, 3.4]",Sequência AE_1,A1
84,3,1,28,Carregado,0.9668176136041098,0.05159817358333333,0.6666666666666666,1.0274999999999999,2.8666666666666667,5.5792491205207755,6.75,"[10.0, 20, 10.0]","[7.46, 6.24]",Sequência AE_1,A1
85,3,1,29,Carregado,0.6458934550082192,0.0,0.8333333333333334,0.5100000000000001,3.2333333333333334,5.222560121674887,6.75,"[10.0, 20, 20]","[2.95, 3.85]",Sequência AE_1,A1
86,3,2,30,Feira,0.8000394847913241,0.026986301299999994,2.1666666666666665,2.8879499999999996,0.0,5.8816424527579905,6.75,"[20, 20, 20, 20, 20, 20, 10.0]","[1.839, 2.745, 3.37, 3.92, 9.8, 16.832]",Sequência AE_1,A1
87,3,2,31,Mealhada,0.48302576914246576,0.1312328764,1.3333333333333333,4.5411,0.0,6.488691978875798,6.75,"[10.0, 20, 20, 20, 10.0]","[10.428, 14.78, 23.633, 11.707]",Sequência AE_1,A1
88,3,2,32,Leiria,0.08086350437853881,0.0031050228,2.75,3.075,0.0,5.908968527178539,6.75,"[10.0, 20, 20, 20, 20, 20, 20, 20, 15.0]","[1.1, 5.5, 9.6, 8.0, 4.8, 7.2, 1.6, 3.2]",Sequência AE_1,A1 + A14
89,3,2,33,Leiria,0.09912037421643835,0.0145205478,0.8333333333333334,4.2738,0.0,5.220774255349771,6.75,"[15.0, 20, 15.0]","[49.303, 7.681]",Sequência AE_1,A14 + A1
90,3,2,34,Leiria,0.4048326518547945,0.13191780721666665,1.1666666666666667,3.88845,0.0,5.591867125738128,6.75,"[15.0, 20, 20, 15.0]","[13.045, 14.736, 24.065]",Sequência AE_1,A1
91,3,2,35,Leiria,0.4559298483506849,0.1245662096,1.0833333333333333,4.693124999999999,0.0,6.356954391284018,6.75,"[15.0, 20, 20, 10.0]","[15.235, 20.325, 27.015]",Sequência AE_1,A1
