,Simulação,Nó,Hora Inicio
4526,2,Nó de Linda-a-Velha,1723
4527,2,Nó de Linda-a-Velha,1723
4528,2,Nó de Miraflores (A5/IC17),1725
4529,2,Nó de Miraflores (A5/IC17),1735
4530,2,Nó de Miraflores (A5/IC17),1735
4531,2,Nó de Miraflores (A5/IC17),1735
4532,2,Nó de Monsanto,1737
4533,2,Nó de Monsanto,1751
4534,2,Nó de Monsanto,1751
4535,2,Nó de Monsanto,1751
4536,2,Nó Cruz das Oliveiras,1753
4537,2,Nó Cruz das Oliveiras,1758
4538,2,Nó Cruz das Oliveiras,1758
4539,2,Nó Cruz das Oliveiras,1758
4540,2,Nó Viaduto Duarte Pacheco,1760
4541,2,Nó Viaduto Duarte Pacheco,1760
4542,2,Nó Viaduto Duarte Pacheco,1762
4543,2,Nó Viaduto Duarte Pacheco,1777
4544,2,Nó Viaduto Duarte Pacheco,1777
4545,2,Nó Viaduto Duarte Pacheco,1777
4546,2,Nó Cruz das Oliveiras,1779
4547,2,Nó Cruz das Oliveiras,1784
4548,2,Nó Cruz das Oliveiras,1784
4549,2,Nó Cruz das Oliveiras,1784
4550,2,Nó de Monsanto,1786
4551,2,Nó de Monsanto,1800
4552,2,Nó de Monsanto,1800
4553,2,Nó de Monsanto,1800
4554,2,Nó de Miraflores (A5/IC17),1802
4555,2,Nó de Miraflores (A5/IC17),1812
4556,2,Nó de Miraflores (A5/IC17),1812
4557,2,Nó de Miraflores (A5/IC17),1812
4558,2,Nó de Linda-a-Velha,1814
4559,2,Nó de Linda-a-Velha,1827
4560,2,Nó de Linda-a-Velha,1827
4561,2,Nó de Linda-a-Velha,1827
4562,2,Nó Estádio Nacional,1829
4563,2,Nó Estádio Nacional,1857
4564,2,Nó Estádio Nacional,1857
4565,2,Nó Estádio Nacional,1857
4566,2,Nó de Oeiras,1861
4567,2,Nó de Oeiras,1870
4568,2,Nó de Oeiras,1870
4569,2,Nó de Oeiras,1870
4570,2,Nó de Carcavelos,1874
4571,2,Nó de Carcavelos,1874
4572,2,Nó de Carcavelos,1876
4573,2,Nó de Carcavelos,1876
4574,2,Nó de Oeiras,1880
4575,2,Nó de Oeiras,1880
4576,2,Nó Estádio Nacional,1884
4577,2,Nó Estádio Nacional,1884
4578,2,Nó de Linda-a-Velha,1886
4579,2,Nó de Linda-a-Velha,1886
4580,2,Nó de Miraflores (A5/IC17),1888
4581,2,Nó de Miraflores (A5/IC17),1888
4582,2,Nó de Monsanto,1890
4583,2,Nó de Monsanto,1890
4584,2,Nó Cruz das Oliveiras,1892
4585,2,Nó Cruz das Oliveiras,1892
4586,2,Nó Viaduto Duarte Pacheco,1894
4587,2,Nó Viaduto Duarte Pacheco,1894
4588,2,Nó Viaduto Duarte Pacheco,1896
4589,2,Nó Viaduto Duarte Pacheco,1896
4590,2,Nó Cruz das Oliveiras,1898
4591,2,Nó Cruz das Oliveiras,1898
4592,2,Nó de Monsanto,1900
4593,2,Nó de Monsanto,1900
4594,2,Nó de Miraflores (A5/IC17),1902
4595,2,Nó de Miraflores (A5/IC17),1902
4596,2,Nó de Linda-a-Velha,1904
4597,2,Nó de Linda-a-Velha,1904
4598,2,Nó Estádio Nacional,1906
4599,2,Nó Estádio Nacional,1906
4600,2,Nó de Oeiras,1910
4601,2,Nó de Oeiras,1910
4602,2,Nó de Carcavelos,1914
4603,2,Nó de Carcavelos,1914
4604,2,Nó de Carcavelos,1996
4605,2,Nó de Carcavelos,2026
4606,2,Nó de Carcavelos,1966
4607,2,Nó de Carcavelos,2026
4608,2,Nó de Carcavelos,2026
4609,2,Nó de Carcavelos,2056
4610,2,Nó de Carcavelos,2036
4611,2,Nó de Carcavelos,2056
4612,2,Nó de Carcavelos,2056
4613,2,Nó de Carcavelos,2086
4614,2,Nó de Carcavelos,2086
4615,2,Nó de Carcavelos,2086
4616,2,Nó de Carcavelos,2088
4617,2,Nó de Carcavelos,2118
4618,2,Nó de Carcavelos,2118
4619,2,Nó de Carcavelos,2118
4620,2,Nó de Carcavelos,0
4621,2,Nó de Carcavelos,0
4622,2,Nó de Carcavelos,1522
4623,2,Nó de Carcavelos,1535
4624,2,Nó de Carcavelos,1535
4625,2,Nó de Carcavelos,1535
4626,2,Nó de Oeiras,1657
4627,2,Nó de Oeiras,1666
4628,2,Nó de Oeiras,1666
4629,2,Nó de Oeiras,1666
4630,2,Nó Estádio Nacional,1714
4631,2,Nó Estádio Nacional,1742
4632,2,Nó Estádio Nacional,1742
4633,2,Nó Estádio Nacional,1742
4634,2,Nó de Linda-a-Velha,1744
4635,2,Nó de Linda-a-Velha,1757
4636,2,Nó de Linda-a-Velha,1757
4637,2,Nó de Linda-a-Velha,1757
4638,2,Nó de Miraflores (A5/IC17),1759
4639,2,Nó de Miraflores (A5/IC17),1769
4640,2,Nó de Miraflores (A5/IC17),1769
4641,2,Nó de Miraflores (A5/IC17),1769
4642,2,Nó de Monsanto,1771
4643,2,Nó de Monsanto,1785
4644,2,Nó de Monsanto,1785
4645,2,Nó de Monsanto,1785
4646,2,Nó Cruz das Oliveiras,1787
4647,2,Nó Cruz das Oliveiras,1792
4648,2,Nó Cruz das Oliveiras,1792
4649,2,Nó Cruz das Oliveiras,1792
4650,2,Nó Viaduto Duarte Pacheco,1794
4651,2,Nó Viaduto Duarte Pacheco,1794
4652,2,Nó Viaduto Duarte Pacheco,1796
4653,2,Nó Viaduto Duarte Pacheco,1811
4654,2,Nó Viaduto Duarte Pacheco,1811
4655,2,Nó Viaduto Duarte Pacheco,1811
4656,2,Nó Cruz das Oliveiras,1813
4657,2,Nó Cruz das Oliveiras,1818
4658,2,Nó Cruz das Oliveiras,1818
4659,2,Nó Cruz das Oliveiras,1818
4660,2,Nó de Monsanto,1820
4661,2,Nó de Monsanto,1834
4662,2,Nó de Monsanto,1834
4663,2,Nó de Monsanto,1834
4664,2,Nó de Miraflores (A5/IC17),1836
4665,2,Nó de Miraflores (A5/IC17),1846
4666,2,Nó de Miraflores (A5/IC17),1846
4667,2,Nó de Miraflores (A5/IC17),1846
4668,2,Nó de Linda-a-Velha,1848
4669,2,Nó de Linda-a-Velha,1861
4670,2,Nó de Linda-a-Velha,1861
4671,2,Nó de Linda-a-Velha,1861
4672,2,Nó Estádio Nacional,1863
4673,2,Nó Estádio Nacional,1891
4674,2,Nó Estádio Nacional,1891
4675,2,Nó Estádio Nacional,1891
4676,2,Nó de Oeiras,1895
4677,2,Nó de Oeiras,1904
4678,2,Nó de Oeiras,1904
4679,2,Nó de Oeiras,1904
4680,2,Nó de Carcavelos,1908
4681,2,Nó de Carcavelos,1908
4682,2,Nó de Carcavelos,1910
4683,2,Nó de Carcavelos,1910
4684,2,Nó de Oeiras,1914
4685,2,Nó de Oeiras,1914
4686,2,Nó Estádio Nacional,1918
4687,2,Nó Estádio Nacional,1918
4688,2,Nó de Linda-a-Velha,1920
4689,2,Nó de Linda-a-Velha,1920
4690,2,Nó de Miraflores (A5/IC17),1922
4691,2,Nó de Miraflores (A5/IC17),1922
4692,2,Nó de Monsanto,1924
4693,2,Nó de Monsanto,1924
4694,2,Nó Cruz das Oliveiras,1926
4695,2,Nó Cruz das Oliveiras,1926
4696,2,Nó Viaduto Duarte Pacheco,1928
4697,2,Nó Viaduto Duarte Pacheco,1928
4698,2,Nó Viaduto Duarte Pacheco,1930
4699,2,Nó Viaduto Duarte Pacheco,1930
4700,2,Nó Cruz das Oliveiras,1932
4701,2,Nó Cruz das Oliveiras,1932
4702,2,Nó de Monsanto,1934
4703,2,Nó de Monsanto,1934
4704,2,Nó de Miraflores (A5/IC17),1936
4705,2,Nó de Miraflores (A5/IC17),1936
4706,2,Nó de Linda-a-Velha,1938
4707,2,Nó de Linda-a-Velha,1938
4708,2,Nó Estádio Nacional,1940
4709,2,Nó Estádio Nacional,1940
4710,2,Nó de Oeiras,1944
4711,2,Nó de Oeiras,1944
4712,2,Nó de Carcavelos,1948
4713,2,Nó de Carcavelos,1948
4714,2,Nó de Carcavelos,2030
4715,2,Nó de Carcavelos,2060
4716,2,Nó de Carcavelos,2000
4717,2,Nó de Carcavelos,2060
4718,2,Nó de Carcavelos,2060
4719,2,Nó de Carcavelos,2090
4720,2,Nó de Carcavelos,2070
4721,2,Nó de Carcavelos,2090
4722,2,Nó de Carcavelos,2090
4723,2,Nó de Carcavelos,2120
4724,2,Nó de Carcavelos,2120
4725,2,Nó de Carcavelos,2120
4726,2,Nó de Carcavelos,2122
4727,2,Nó de Carcavelos,2152
4728,2,Nó de Carcavelos,2152
4729,2,Nó de Carcavelos,2152
4730,2,Nó de Carcavelos,0
4731,2,Nó de Carcavelos,0
4732,2,Nó de Carcavelos,1568
4733,2,Nó de Carcavelos,1581
4734,2,Nó de Carcavelos,1581
4735,2,Nó de Carcavelos,1581
4736,2,Nó de Oeiras,1703
4737,2,Nó de Oeiras,1712
4738,2,Nó de Oeiras,1712
4739,2,Nó de Oeiras,1712
4740,2,Nó Estádio Nacional,1760
4741,2,Nó Estádio Nacional,1788
4742,2,Nó Estádio Nacional,1788
4743,2,Nó Estádio Nacional,1788
4744,2,Nó de Linda-a-Velha,1790
4745,2,Nó de Linda-a-Velha,1803
4746,2,Nó de Linda-a-Velha,1803
4747,2,Nó de Linda-a-Velha,1803
4748,2,Nó de Miraflores (A5/IC17),1805
4749,2,Nó de Miraflores (A5/IC17),1815
4750,2,Nó de Miraflores (A5/IC17),1815
4751,2,Nó de Miraflores (A5/IC17),1815
4752,2,Nó de Monsanto,1817
4753,2,Nó de Monsanto,1831
4754,2,Nó de Monsanto,1831
4755,2,Nó de Monsanto,1831
4756,2,Nó Cruz das Oliveiras,1833
4757,2,Nó Cruz das Oliveiras,1838
4758,2,Nó Cruz das Oliveiras,1838
4759,2,Nó Cruz das Oliveiras,1838
4760,2,Nó Viaduto Duarte Pacheco,1840
4761,2,Nó Viaduto Duarte Pacheco,1840
4762,2,Nó Viaduto Duarte Pacheco,1842
4763,2,Nó Viaduto Duarte Pacheco,1857
4764,2,Nó Viaduto Duarte Pacheco,1857
4765,2,Nó Viaduto Duarte Pacheco,1857
4766,2,Nó Cruz das Oliveiras,1859
4767,2,Nó Cruz das Oliveiras,1864
4768,2,Nó Cruz das Oliveiras,1864
4769,2,Nó Cruz das Oliveiras,1864
4770,2,Nó de Monsanto,1866
4771,2,Nó de Monsanto,1880
4772,2,Nó de Monsanto,1880
4773,2,Nó de Monsanto,1880
4774,2,Nó de Miraflores (A5/IC17),1882
4775,2,Nó de Miraflores (A5/IC17),1892
4776,2,Nó de Miraflores (A5/IC17),1892
4777,2,Nó de Miraflores (A5/IC17),1892
4778,2,Nó de Linda-a-Velha,1894
4779,2,Nó de Linda-a-Velha,1907
4780,2,Nó de Linda-a-Velha,1907
4781,2,Nó de Linda-a-Velha,1907
4782,2,Nó Estádio Nacional,1909
4783,2,Nó Estádio Nacional,1937
4784,2,Nó Estádio Nacional,1937
4785,2,Nó Estádio Nacional,1937
4786,2,Nó de Oeiras,1941
4787,2,Nó de Oeiras,1950
4788,2,Nó de Oeiras,1950
4789,2,Nó de Oeiras,1950
4790,2,Nó de Carcavelos,1954
4791,2,Nó de Carcavelos,1954
4792,2,Nó de Carcavelos,1956
4793,2,Nó de Carcavelos,1956
4794,2,Nó de Oeiras,1960
4795,2,Nó de Oeiras,1960
4796,2,Nó Estádio Nacional,1964
4797,2,Nó Estádio Nacional,1964
4798,2,Nó de Linda-a-Velha,1966
4799,2,Nó de Linda-a-Velha,1966
4800,2,Nó de Miraflores (A5/IC17),1968
4801,2,Nó de Miraflores (A5/IC17),1968
4802,2,Nó de Monsanto,1970
4803,2,Nó de Monsanto,1970
4804,2,Nó Cruz das Oliveiras,1972
4805,2,Nó Cruz das Oliveiras,1972
4806,2,Nó Viaduto Duarte Pacheco,1974
4807,2,Nó Viaduto Duarte Pacheco,1974
4808,2,Nó Viaduto Duarte Pacheco,1976
4809,2,Nó Viaduto Duarte Pacheco,1976
4810,2,Nó Cruz das Oliveiras,1978
4811,2,Nó Cruz das Oliveiras,1978
4812,2,Nó de Monsanto,1980
4813,2,Nó de Monsanto,1980
4814,2,Nó de Miraflores (A5/IC17),1982
4815,2,Nó de Miraflores (A5/IC17),1982
4816,2,Nó de Linda-a-Velha,1984
4817,2,Nó de Linda-a-Velha,1984
4818,2,Nó Estádio Nacional,1986
4819,2,Nó Estádio Nacional,1986
4820,2,Nó de Oeiras,1990
4821,2,Nó de Oeiras,1990
4822,2,Nó de Carcavelos,1994
4823,2,Nó de Carcavelos,1994
4824,2,Nó de Carcavelos,2076
4825,2,Nó de Carcavelos,2106
4826,2,Nó de Carcavelos,2046
4827,2,Nó de Carcavelos,2106
4828,2,Nó de Carcavelos,2106
4829,2,Nó de Carcavelos,2136
4830,2,Nó de Carcavelos,2116
4831,2,Nó de Carcavelos,2136
4832,2,Nó de Carcavelos,2136
4833,2,Nó de Carcavelos,2166
4834,2,Nó de Carcavelos,2166
4835,2,Nó de Carcavelos,2166
4836,2,Nó de Carcavelos,2168
4837,2,Nó de Carcavelos,2198
4838,2,Nó de Carcavelos,2198
4839,2,Nó de Carcavelos,2198
4840,2,Nó de Carcavelos,0
4841,2,Nó de Carcavelos,0
4842,2,Nó de Carcavelos,1600
4843,2,Nó de Carcavelos,1613
4844,2,Nó de Carcavelos,1613
4845,2,Nó de Carcavelos,1613
4846,2,Nó de Oeiras,1735
4847,2,Nó de Oeiras,1744
4848,2,Nó de Oeiras,1744
4849,2,Nó de Oeiras,1744
4850,2,Nó Estádio Nacional,1792
4851,2,Nó Estádio Nacional,1820
4852,2,Nó Estádio Nacional,1820
4853,2,Nó Estádio Nacional,1820
4854,2,Nó de Linda-a-Velha,1822
4855,2,Nó de Linda-a-Velha,1835
4856,2,Nó de Linda-a-Velha,1835
4857,2,Nó de Linda-a-Velha,1835
4858,2,Nó de Miraflores (A5/IC17),1837
4859,2,Nó de Miraflores (A5/IC17),1847
4860,2,Nó de Miraflores (A5/IC17),1847
4861,2,Nó de Miraflores (A5/IC17),1847
4862,2,Nó de Monsanto,1849
4863,2,Nó de Monsanto,1863
4864,2,Nó de Monsanto,1863
4865,2,Nó de Monsanto,1863
4866,2,Nó Cruz das Oliveiras,1865
4867,2,Nó Cruz das Oliveiras,1870
4868,2,Nó Cruz das Oliveiras,1870
4869,2,Nó Cruz das Oliveiras,1870
4870,2,Nó Viaduto Duarte Pacheco,1872
4871,2,Nó Viaduto Duarte Pacheco,1872
4872,2,Nó Viaduto Duarte Pacheco,1874
4873,2,Nó Viaduto Duarte Pacheco,1889
4874,2,Nó Viaduto Duarte Pacheco,1889
4875,2,Nó Viaduto Duarte Pacheco,1889
4876,2,Nó Cruz das Oliveiras,1891
4877,2,Nó Cruz das Oliveiras,1896
4878,2,Nó Cruz das Oliveiras,1896
4879,2,Nó Cruz das Oliveiras,1896
4880,2,Nó de Monsanto,1898
4881,2,Nó de Monsanto,1912
4882,2,Nó de Monsanto,1912
4883,2,Nó de Monsanto,1912
4884,2,Nó de Miraflores (A5/IC17),1914
4885,2,Nó de Miraflores (A5/IC17),1924
4886,2,Nó de Miraflores (A5/IC17),1924
4887,2,Nó de Miraflores (A5/IC17),1924
4888,2,Nó de Linda-a-Velha,1926
4889,2,Nó de Linda-a-Velha,1939
4890,2,Nó de Linda-a-Velha,1939
4891,2,Nó de Linda-a-Velha,1939
4892,2,Nó Estádio Nacional,1941
4893,2,Nó Estádio Nacional,1969
4894,2,Nó Estádio Nacional,1969
4895,2,Nó Estádio Nacional,1969
4896,2,Nó de Oeiras,1973
4897,2,Nó de Oeiras,1982
4898,2,Nó de Oeiras,1982
4899,2,Nó de Oeiras,1982
4900,2,Nó de Carcavelos,1986
4901,2,Nó de Carcavelos,1986
4902,2,Nó de Carcavelos,1988
4903,2,Nó de Carcavelos,1988
4904,2,Nó de Oeiras,1992
4905,2,Nó de Oeiras,1992
4906,2,Nó Estádio Nacional,1996
4907,2,Nó Estádio Nacional,1996
4908,2,Nó de Linda-a-Velha,1998
4909,2,Nó de Linda-a-Velha,1998
4910,2,Nó de Miraflores (A5/IC17),2000
4911,2,Nó de Miraflores (A5/IC17),2000
4912,2,Nó de Monsanto,2002
4913,2,Nó de Monsanto,2002
4914,2,Nó Cruz das Oliveiras,2004
4915,2,Nó Cruz das Oliveiras,2004
4916,2,Nó Viaduto Duarte Pacheco,2006
4917,2,Nó Viaduto Duarte Pacheco,2006
4918,2,Nó Viaduto Duarte Pacheco,2008
4919,2,Nó Viaduto Duarte Pacheco,2008
4920,2,Nó Cruz das Oliveiras,2010
4921,2,Nó Cruz das Oliveiras,2010
4922,2,Nó de Monsanto,2012
4923,2,Nó de Monsanto,2012
4924,2,Nó de Miraflores (A5/IC17),2014
4925,2,Nó de Miraflores (A5/IC17),2014
4926,2,Nó de Linda-a-Velha,2016
4927,2,Nó de Linda-a-Velha,2016
4928,2,Nó Estádio Nacional,2018
4929,2,Nó Estádio Nacional,2018
4930,2,Nó de Oeiras,2022
4931,2,Nó de Oeiras,2022
4932,2,Nó de Carcavelos,2026
4933,2,Nó de Carcavelos,2026
4934,2,Nó de Carcavelos,2108
4935,2,Nó de Carcavelos,2138
4936,2,Nó de Carcavelos,2078
4937,2,Nó de Carcavelos,2138
4938,2,Nó de Carcavelos,2138
4939,2,Nó de Carcavelos,2168
4940,2,Nó de Carcavelos,2148
4941,2,Nó de Carcavelos,2168
4942,2,Nó de Carcavelos,2168
4943,2,Nó de Carcavelos,2198
4944,2,Nó de Carcavelos,2198
4945,2,Nó de Carcavelos,2198
4946,2,Nó de Carcavelos,2200
4947,2,Nó de Carcavelos,2230
4948,2,Nó de Carcavelos,2230
4949,2,Nó de Carcavelos,2230
4950,2,Nó de Carcavelos,0
4951,2,Nó de Carcavelos,0
4952,2,Nó de Carcavelos,1632
4953,2,Nó de Carcavelos,1645
4954,2,Nó de Carcavelos,1645
4955,2,Nó de Carcavelos,1645
4956,2,Nó de Oeiras,1767
4957,2,Nó de Oeiras,1776
4958,2,Nó de Oeiras,1776
4959,2,Nó de Oeiras,1776
4960,2,Nó Estádio Nacional,1824
4961,2,Nó Estádio Nacional,1852
4962,2,Nó Estádio Nacional,1852
4963,2,Nó Estádio Nacional,1852
4964,2,Nó de Linda-a-Velha,1854
4965,2,Nó de Linda-a-Velha,1867
4966,2,Nó de Linda-a-Velha,1867
4967,2,Nó de Linda-a-Velha,1867
4968,2,Nó de Miraflores (A5/IC17),1869
4969,2,Nó de Miraflores (A5/IC17),1879
4970,2,Nó de Miraflores (A5/IC17),1879
4971,2,Nó de Miraflores (A5/IC17),1879
4972,2,Nó de Monsanto,1881
4973,2,Nó de Monsanto,1895
4974,2,Nó de Monsanto,1895
4975,2,Nó de Monsanto,1895
4976,2,Nó Cruz das Oliveiras,1897
4977,2,Nó Cruz das Oliveiras,1902
4978,2,Nó Cruz das Oliveiras,1902
4979,2,Nó Cruz das Oliveiras,1902
4980,2,Nó Viaduto Duarte Pacheco,1904
4981,2,Nó Viaduto Duarte Pacheco,1904
4982,2,Nó Viaduto Duarte Pacheco,1906
4983,2,Nó Viaduto Duarte Pacheco,1921
4984,2,Nó Viaduto Duarte Pacheco,1921
4985,2,Nó Viaduto Duarte Pacheco,1921
4986,2,Nó Cruz das Oliveiras,1923
4987,2,Nó Cruz das Oliveiras,1928
4988,2,Nó Cruz das Oliveiras,1928
4989,2,Nó Cruz das Oliveiras,1928
4990,2,Nó de Monsanto,1930
4991,2,Nó de Monsanto,1944
4992,2,Nó de Monsanto,1944
4993,2,Nó de Monsanto,1944
4994,2,Nó de Miraflores (A5/IC17),1946
4995,2,Nó de Miraflores (A5/IC17),1956
4996,2,Nó de Miraflores (A5/IC17),1956
4997,2,Nó de Miraflores (A5/IC17),1956
4998,2,Nó de Linda-a-Velha,1958
4999,2,Nó de Linda-a-Velha,1971
5000,2,Nó de Linda-a-Velha,1971
5001,2,Nó de Linda-a-Velha,1971
5002,2,Nó Estádio Nacional,1973
5003,2,Nó Estádio Nacional,2001
5004,2,Nó Estádio Nacional,2001
5005,2,Nó Estádio Nacional,2001
5006,2,Nó de Oeiras,2005
5007,2,Nó de Oeiras,2014
5008,2,Nó de Oeiras,2014
5009,2,Nó de Oeiras,2014
5010,2,Nó de Carcavelos,2018
5011,2,Nó de Carcavelos,2018
5012,2,Nó de Carcavelos,2020
5013,2,Nó de Carcavelos,2020
5014,2,Nó de Oeiras,2024
5015,2,Nó de Oeiras,2024
5016,2,Nó Estádio Nacional,2028
5017,2,Nó Estádio Nacional,2028
5018,2,Nó de Linda-a-Velha,2030
5019,2,Nó de Linda-a-Velha,2030
5020,2,Nó de Miraflores (A5/IC17),2032
5021,2,Nó de Miraflores (A5/IC17),2032
5022,2,Nó de Monsanto,2034
5023,2,Nó de Monsanto,2034
5024,2,Nó Cruz das Oliveiras,2036
5025,2,Nó Cruz das Oliveiras,2036
5026,2,Nó Viaduto Duarte Pacheco,2038
5027,2,Nó Viaduto Duarte Pacheco,2038
5028,2,Nó Viaduto Duarte Pacheco,2040
5029,2,Nó Viaduto Duarte Pacheco,2040
5030,2,Nó Cruz das Oliveiras,2042
5031,2,Nó Cruz das Oliveiras,2042
5032,2,Nó de Monsanto,2044
5033,2,Nó de Monsanto,2044
5034,2,Nó de Miraflores (A5/IC17),2046
5035,2,Nó de Miraflores (A5/IC17),2046
5036,2,Nó de Linda-a-Velha,2048
5037,2,Nó de Linda-a-Velha,2048
5038,2,Nó Estádio Nacional,2050
5039,2,Nó Estádio Nacional,2050
5040,2,Nó de Oeiras,2054
5041,2,Nó de Oeiras,2054
5042,2,Nó de Carcavelos,2058
5043,2,Nó de Carcavelos,2058
5044,2,Nó de Carcavelos,2140
5045,2,Nó de Carcavelos,2170
5046,2,Nó de Carcavelos,2110
5047,2,Nó de Carcavelos,2170
5048,2,Nó de Carcavelos,2170
5049,2,Nó de Carcavelos,2200
5050,2,Nó de Carcavelos,2180
5051,2,Nó de Carcavelos,2200
5052,2,Nó de Carcavelos,2200
5053,2,Nó de Carcavelos,2230
5054,2,Nó de Carcavelos,2230
5055,2,Nó de Carcavelos,2230
5056,2,Nó de Carcavelos,2232
5057,2,Nó de Carcavelos,2262
5058,2,Nó de Carcavelos,2262
5059,2,Nó de Carcavelos,2262
5060,2,Nó de Carcavelos,0
5061,2,Nó de Carcavelos,0
5062,2,Nó de Carcavelos,1678
5063,2,Nó de Carcavelos,1691
5064,2,Nó de Carcavelos,1691
5065,2,Nó de Carcavelos,1691
5066,2,Nó de Oeiras,1813
5067,2,Nó de Oeiras,1822
5068,2,Nó de Oeiras,1822
5069,2,Nó de Oeiras,1822
5070,2,Nó Estádio Nacional,1870
5071,2,Nó Estádio Nacional,1898
5072,2,Nó Estádio Nacional,1898
5073,2,Nó Estádio Nacional,1898
5074,2,Nó de Linda-a-Velha,1900
5075,2,Nó de Linda-a-Velha,1913
5076,2,Nó de Linda-a-Velha,1913
5077,2,Nó de Linda-a-Velha,1913
5078,2,Nó de Miraflores (A5/IC17),1915
5079,2,Nó de Miraflores (A5/IC17),1925
5080,2,Nó de Miraflores (A5/IC17),1925
5081,2,Nó de Miraflores (A5/IC17),1925
5082,2,Nó de Monsanto,1927
5083,2,Nó de Monsanto,1941
5084,2,Nó de Monsanto,1941
5085,2,Nó de Monsanto,1941
5086,2,Nó Cruz das Oliveiras,1943
5087,2,Nó Cruz das Oliveiras,1948
5088,2,Nó Cruz das Oliveiras,1948
5089,2,Nó Cruz das Oliveiras,1948
5090,2,Nó Viaduto Duarte Pacheco,1950
5091,2,Nó Viaduto Duarte Pacheco,1950
5092,2,Nó Viaduto Duarte Pacheco,1952
5093,2,Nó Viaduto Duarte Pacheco,1967
5094,2,Nó Viaduto Duarte Pacheco,1967
5095,2,Nó Viaduto Duarte Pacheco,1967
5096,2,Nó Cruz das Oliveiras,1969
5097,2,Nó Cruz das Oliveiras,1974
5098,2,Nó Cruz das Oliveiras,1974
5099,2,Nó Cruz das Oliveiras,1974
5100,2,Nó de Monsanto,1976
5101,2,Nó de Monsanto,1990
5102,2,Nó de Monsanto,1990
5103,2,Nó de Monsanto,1990
5104,2,Nó de Miraflores (A5/IC17),1992
5105,2,Nó de Miraflores (A5/IC17),2002
5106,2,Nó de Miraflores (A5/IC17),2002
5107,2,Nó de Miraflores (A5/IC17),2002
5108,2,Nó de Linda-a-Velha,2004
5109,2,Nó de Linda-a-Velha,2017
5110,2,Nó de Linda-a-Velha,2017
5111,2,Nó de Linda-a-Velha,2017
5112,2,Nó Estádio Nacional,2019
5113,2,Nó Estádio Nacional,2047
5114,2,Nó Estádio Nacional,2047
5115,2,Nó Estádio Nacional,2047
5116,2,Nó de Oeiras,2051
5117,2,Nó de Oeiras,2060
5118,2,Nó de Oeiras,2060
5119,2,Nó de Oeiras,2060
5120,2,Nó de Carcavelos,2064
5121,2,Nó de Carcavelos,2064
5122,2,Nó de Carcavelos,2066
5123,2,Nó de Carcavelos,2066
5124,2,Nó de Oeiras,2070
5125,2,Nó de Oeiras,2070
5126,2,Nó Estádio Nacional,2074
5127,2,Nó Estádio Nacional,2074
5128,2,Nó de Linda-a-Velha,2076
5129,2,Nó de Linda-a-Velha,2076
5130,2,Nó de Miraflores (A5/IC17),2078
5131,2,Nó de Miraflores (A5/IC17),2078
5132,2,Nó de Monsanto,2080
5133,2,Nó de Monsanto,2080
5134,2,Nó Cruz das Oliveiras,2082
5135,2,Nó Cruz das Oliveiras,2082
5136,2,Nó Viaduto Duarte Pacheco,2084
5137,2,Nó Viaduto Duarte Pacheco,2084
5138,2,Nó Viaduto Duarte Pacheco,2086
5139,2,Nó Viaduto Duarte Pacheco,2086
5140,2,Nó Cruz das Oliveiras,2088
5141,2,Nó Cruz das Oliveiras,2088
5142,2,Nó de Monsanto,2090
5143,2,Nó de Monsanto,2090
5144,2,Nó de Miraflores (A5/IC17),2092
5145,2,Nó de Miraflores (A5/IC17),2092
5146,2,Nó de Linda-a-Velha,2094
5147,2,Nó de Linda-a-Velha,2094
5148,2,Nó Estádio Nacional,2096
5149,2,Nó Estádio Nacional,2096
5150,2,Nó de Oeiras,2100
5151,2,Nó de Oeiras,2100
5152,2,Nó de Carcavelos,2104
5153,2,Nó de Carcavelos,2104
5154,2,Nó de Carcavelos,2186
5155,2,Nó de Carcavelos,2216
5156,2,Nó de Carcavelos,2156
5157,2,Nó de Carcavelos,2216
5158,2,Nó de Carcavelos,2216
5159,2,Nó de Carcavelos,2246
5160,2,Nó de Carcavelos,2226
5161,2,Nó de Carcavelos,2246
5162,2,Nó de Carcavelos,2246
5163,2,Nó de Carcavelos,2276
5164,2,Nó de Carcavelos,2276
5165,2,Nó de Carcavelos,2276
5166,2,Nó de Carcavelos,2278
5167,2,Nó de Carcavelos,2308
5168,2,Nó de Carcavelos,2308
5169,2,Nó de Carcavelos,2308
5170,2,Nó de Carcavelos,0
5171,2,Nó de Carcavelos,0
5172,2,Nó de Carcavelos,1710
5173,2,Nó de Carcavelos,1723
5174,2,Nó de Carcavelos,1723
5175,2,Nó de Carcavelos,1723
5176,2,Nó de Oeiras,1845
5177,2,Nó de Oeiras,1854
5178,2,Nó de Oeiras,1854
5179,2,Nó de Oeiras,1854
5180,2,Nó Estádio Nacional,1902
5181,2,Nó Estádio Nacional,1930
5182,2,Nó Estádio Nacional,1930
5183,2,Nó Estádio Nacional,1930
5184,2,Nó de Linda-a-Velha,1932
5185,2,Nó de Linda-a-Velha,1945
5186,2,Nó de Linda-a-Velha,1945
5187,2,Nó de Linda-a-Velha,1945
5188,2,Nó de Miraflores (A5/IC17),1947
5189,2,Nó de Miraflores (A5/IC17),1957
5190,2,Nó de Miraflores (A5/IC17),1957
5191,2,Nó de Miraflores (A5/IC17),1957
5192,2,Nó de Monsanto,1959
