,Simulação,Nó,Hora Inicio
0,2,Nó de Carcavelos,0
1,2,Nó de Carcavelos,0
2,2,Nó de Carcavelos,2
3,2,Nó de Carcavelos,15
4,2,Nó de Carcavelos,15
5,2,Nó de Carcavelos,15
6,2,Nó de Oeiras,19
7,2,Nó de Oeiras,28
8,2,Nó de Oeiras,28
9,2,Nó de Oeiras,28
10,2,Nó Estádio Nacional,76
11,2,Nó Estádio Nacional,104
12,2,Nó Estádio Nacional,104
13,2,Nó Estádio Nacional,104
14,2,Nó de Linda-a-Velha,106
15,2,Nó de Linda-a-Velha,119
16,2,Nó de Linda-a-Velha,119
17,2,Nó de Linda-a-Velha,119
18,2,Nó de Miraflores (A5/IC17),121
19,2,Nó de Miraflores (A5/IC17),131
20,2,Nó de Miraflores (A5/IC17),131
21,2,Nó de Miraflores (A5/IC17),131
22,2,Nó de Monsanto,133
23,2,Nó de Monsanto,147
24,2,Nó de Monsanto,147
25,2,Nó de Monsanto,147
26,2,Nó Cruz das Oliveiras,149
27,2,Nó Cruz das Oliveiras,154
28,2,Nó Cruz das Oliveiras,154
29,2,Nó Cruz das Oliveiras,154
30,2,Nó Viaduto Duarte Pacheco,156
31,2,Nó Viaduto Duarte Pacheco,156
32,2,Nó Viaduto Duarte Pacheco,158
33,2,Nó Viaduto Duarte Pacheco,173
34,2,Nó Viaduto Duarte Pacheco,173
35,2,Nó Viaduto Duarte Pacheco,173
36,2,Nó Cruz das Oliveiras,175
37,2,Nó Cruz das Oliveiras,180
38,2,Nó Cruz das Oliveiras,180
39,2,Nó Cruz das Oliveiras,180
40,2,Nó de Monsanto,182
41,2,Nó de Monsanto,196
42,2,Nó de Monsanto,196
43,2,Nó de Monsanto,196
44,2,Nó de Miraflores (A5/IC17),198
45,2,Nó de Miraflores (A5/IC17),208
46,2,Nó de Miraflores (A5/IC17),208
47,2,Nó de Miraflores (A5/IC17),208
48,2,Nó de Linda-a-Velha,210
49,2,Nó de Linda-a-Velha,223
50,2,Nó de Linda-a-Velha,223
51,2,Nó de Linda-a-Velha,223
52,2,Nó Estádio Nacional,225
53,2,Nó Estádio Nacional,253
54,2,Nó Estádio Nacional,253
55,2,Nó Estádio Nacional,253
56,2,Nó de Oeiras,257
57,2,Nó de Oeiras,266
58,2,Nó de Oeiras,266
59,2,Nó de Oeiras,266
60,2,Nó de Carcavelos,270
61,2,Nó de Carcavelos,270
62,2,Nó de Carcavelos,272
63,2,Nó de Carcavelos,272
64,2,Nó de Oeiras,276
65,2,Nó de Oeiras,276
66,2,Nó Estádio Nacional,280
67,2,Nó Estádio Nacional,280
68,2,Nó de Linda-a-Velha,282
69,2,Nó de Linda-a-Velha,282
70,2,Nó de Miraflores (A5/IC17),284
71,2,Nó de Miraflores (A5/IC17),284
72,2,Nó de Monsanto,286
73,2,Nó de Monsanto,286
74,2,Nó Cruz das Oliveiras,288
75,2,Nó Cruz das Oliveiras,288
76,2,Nó Viaduto Duarte Pacheco,290
77,2,Nó Viaduto Duarte Pacheco,290
78,2,Nó Viaduto Duarte Pacheco,292
79,2,Nó Viaduto Duarte Pacheco,292
80,2,Nó Cruz das Oliveiras,294
81,2,Nó Cruz das Oliveiras,294
82,2,Nó de Monsanto,296
83,2,Nó de Monsanto,296
84,2,Nó de Miraflores (A5/IC17),298
85,2,Nó de Miraflores (A5/IC17),298
86,2,Nó de Linda-a-Velha,300
87,2,Nó de Linda-a-Velha,300
88,2,Nó Estádio Nacional,302
89,2,Nó Estádio Nacional,302
90,2,Nó de Oeiras,306
91,2,Nó de Oeiras,306
92,2,Nó de Carcavelos,310
93,2,Nó de Carcavelos,310
94,2,Nó de Carcavelos,392
95,2,Nó de Carcavelos,422
96,2,Nó de Carcavelos,362
97,2,Nó de Carcavelos,422
98,2,Nó de Carcavelos,422
99,2,Nó de Carcavelos,452
100,2,Nó de Carcavelos,432
101,2,Nó de Carcavelos,452
102,2,Nó de Carcavelos,452
103,2,Nó de Carcavelos,482
104,2,Nó de Carcavelos,482
105,2,Nó de Carcavelos,482
106,2,Nó de Carcavelos,484
107,2,Nó de Carcavelos,514
108,2,Nó de Carcavelos,514
109,2,Nó de Carcavelos,514
110,2,Nó de Carcavelos,0
111,2,Nó de Carcavelos,0
112,2,Nó de Carcavelos,2
113,2,Nó de Carcavelos,15
114,2,Nó de Carcavelos,15
115,2,Nó de Carcavelos,15
116,2,Nó de Oeiras,51
117,2,Nó de Oeiras,60
118,2,Nó de Oeiras,60
119,2,Nó de Oeiras,60
120,2,Nó Estádio Nacional,108
121,2,Nó Estádio Nacional,136
122,2,Nó Estádio Nacional,136
123,2,Nó Estádio Nacional,136
124,2,Nó de Linda-a-Velha,138
125,2,Nó de Linda-a-Velha,151
126,2,Nó de Linda-a-Velha,151
127,2,Nó de Linda-a-Velha,151
128,2,Nó de Miraflores (A5/IC17),153
129,2,Nó de Miraflores (A5/IC17),163
130,2,Nó de Miraflores (A5/IC17),163
131,2,Nó de Miraflores (A5/IC17),163
132,2,Nó de Monsanto,165
133,2,Nó de Monsanto,179
134,2,Nó de Monsanto,179
135,2,Nó de Monsanto,179
136,2,Nó Cruz das Oliveiras,181
137,2,Nó Cruz das Oliveiras,186
138,2,Nó Cruz das Oliveiras,186
139,2,Nó Cruz das Oliveiras,186
140,2,Nó Viaduto Duarte Pacheco,188
141,2,Nó Viaduto Duarte Pacheco,188
142,2,Nó Viaduto Duarte Pacheco,190
143,2,Nó Viaduto Duarte Pacheco,205
144,2,Nó Viaduto Duarte Pacheco,205
145,2,Nó Viaduto Duarte Pacheco,205
146,2,Nó Cruz das Oliveiras,207
147,2,Nó Cruz das Oliveiras,212
148,2,Nó Cruz das Oliveiras,212
149,2,Nó Cruz das Oliveiras,212
150,2,Nó de Monsanto,214
151,2,Nó de Monsanto,228
152,2,Nó de Monsanto,228
153,2,Nó de Monsanto,228
154,2,Nó de Miraflores (A5/IC17),230
155,2,Nó de Miraflores (A5/IC17),240
156,2,Nó de Miraflores (A5/IC17),240
157,2,Nó de Miraflores (A5/IC17),240
158,2,Nó de Linda-a-Velha,242
159,2,Nó de Linda-a-Velha,255
160,2,Nó de Linda-a-Velha,255
161,2,Nó de Linda-a-Velha,255
162,2,Nó Estádio Nacional,257
163,2,Nó Estádio Nacional,285
164,2,Nó Estádio Nacional,285
165,2,Nó Estádio Nacional,285
166,2,Nó de Oeiras,289
167,2,Nó de Oeiras,298
168,2,Nó de Oeiras,298
169,2,Nó de Oeiras,298
170,2,Nó de Carcavelos,302
171,2,Nó de Carcavelos,302
172,2,Nó de Carcavelos,304
173,2,Nó de Carcavelos,304
174,2,Nó de Oeiras,308
175,2,Nó de Oeiras,308
176,2,Nó Estádio Nacional,312
177,2,Nó Estádio Nacional,312
178,2,Nó de Linda-a-Velha,314
179,2,Nó de Linda-a-Velha,314
180,2,Nó de Miraflores (A5/IC17),316
181,2,Nó de Miraflores (A5/IC17),316
182,2,Nó de Monsanto,318
183,2,Nó de Monsanto,318
184,2,Nó Cruz das Oliveiras,320
185,2,Nó Cruz das Oliveiras,320
186,2,Nó Viaduto Duarte Pacheco,322
187,2,Nó Viaduto Duarte Pacheco,322
188,2,Nó Viaduto Duarte Pacheco,324
189,2,Nó Viaduto Duarte Pacheco,324
190,2,Nó Cruz das Oliveiras,326
191,2,Nó Cruz das Oliveiras,326
192,2,Nó de Monsanto,328
193,2,Nó de Monsanto,328
194,2,Nó de Miraflores (A5/IC17),330
195,2,Nó de Miraflores (A5/IC17),330
196,2,Nó de Linda-a-Velha,332
197,2,Nó de Linda-a-Velha,332
198,2,Nó Estádio Nacional,334
199,2,Nó Estádio Nacional,334
200,2,Nó de Oeiras,338
201,2,Nó de Oeiras,338
202,2,Nó de Carcavelos,342
203,2,Nó de Carcavelos,342
204,2,Nó de Carcavelos,424
205,2,Nó de Carcavelos,454
206,2,Nó de Carcavelos,394
207,2,Nó de Carcavelos,454
208,2,Nó de Carcavelos,454
209,2,Nó de Carcavelos,484
210,2,Nó de Carcavelos,464
211,2,Nó de Carcavelos,484
212,2,Nó de Carcavelos,484
213,2,Nó de Carcavelos,514
214,2,Nó de Carcavelos,514
215,2,Nó de Carcavelos,514
216,2,Nó de Carcavelos,516
217,2,Nó de Carcavelos,546
218,2,Nó de Carcavelos,546
219,2,Nó de Carcavelos,546
220,2,Nó de Carcavelos,0
221,2,Nó de Carcavelos,0
222,2,Nó de Carcavelos,2
223,2,Nó de Carcavelos,15
224,2,Nó de Carcavelos,15
225,2,Nó de Carcavelos,15
226,2,Nó de Oeiras,95
227,2,Nó de Oeiras,104
228,2,Nó de Oeiras,104
229,2,Nó de Oeiras,104
230,2,Nó Estádio Nacional,152
231,2,Nó Estádio Nacional,180
232,2,Nó Estádio Nacional,180
233,2,Nó Estádio Nacional,180
234,2,Nó de Linda-a-Velha,182
235,2,Nó de Linda-a-Velha,195
236,2,Nó de Linda-a-Velha,195
237,2,Nó de Linda-a-Velha,195
238,2,Nó de Miraflores (A5/IC17),197
239,2,Nó de Miraflores (A5/IC17),207
240,2,Nó de Miraflores (A5/IC17),207
241,2,Nó de Miraflores (A5/IC17),207
242,2,Nó de Monsanto,209
243,2,Nó de Monsanto,223
244,2,Nó de Monsanto,223
245,2,Nó de Monsanto,223
246,2,Nó Cruz das Oliveiras,225
247,2,Nó Cruz das Oliveiras,230
248,2,Nó Cruz das Oliveiras,230
249,2,Nó Cruz das Oliveiras,230
250,2,Nó Viaduto Duarte Pacheco,232
251,2,Nó Viaduto Duarte Pacheco,232
252,2,Nó Viaduto Duarte Pacheco,234
253,2,Nó Viaduto Duarte Pacheco,249
254,2,Nó Viaduto Duarte Pacheco,249
255,2,Nó Viaduto Duarte Pacheco,249
256,2,Nó Cruz das Oliveiras,251
257,2,Nó Cruz das Oliveiras,256
258,2,Nó Cruz das Oliveiras,256
259,2,Nó Cruz das Oliveiras,256
260,2,Nó de Monsanto,258
261,2,Nó de Monsanto,272
262,2,Nó de Monsanto,272
263,2,Nó de Monsanto,272
264,2,Nó de Miraflores (A5/IC17),274
265,2,Nó de Miraflores (A5/IC17),284
266,2,Nó de Miraflores (A5/IC17),284
267,2,Nó de Miraflores (A5/IC17),284
268,2,Nó de Linda-a-Velha,286
269,2,Nó de Linda-a-Velha,299
270,2,Nó de Linda-a-Velha,299
271,2,Nó de Linda-a-Velha,299
272,2,Nó Estádio Nacional,301
273,2,Nó Estádio Nacional,329
274,2,Nó Estádio Nacional,329
275,2,Nó Estádio Nacional,329
276,2,Nó de Oeiras,333
277,2,Nó de Oeiras,342
278,2,Nó de Oeiras,342
279,2,Nó de Oeiras,342
280,2,Nó de Carcavelos,346
281,2,Nó de Carcavelos,346
282,2,Nó de Carcavelos,348
283,2,Nó de Carcavelos,348
284,2,Nó de Oeiras,352
285,2,Nó de Oeiras,352
286,2,Nó Estádio Nacional,356
287,2,Nó Estádio Nacional,356
288,2,Nó de Linda-a-Velha,358
289,2,Nó de Linda-a-Velha,358
290,2,Nó de Miraflores (A5/IC17),360
291,2,Nó de Miraflores (A5/IC17),360
292,2,Nó de Monsanto,362
293,2,Nó de Monsanto,362
294,2,Nó Cruz das Oliveiras,364
295,2,Nó Cruz das Oliveiras,364
296,2,Nó Viaduto Duarte Pacheco,366
297,2,Nó Viaduto Duarte Pacheco,366
298,2,Nó Viaduto Duarte Pacheco,368
299,2,Nó Viaduto Duarte Pacheco,368
300,2,Nó Cruz das Oliveiras,370
301,2,Nó Cruz das Oliveiras,370
302,2,Nó de Monsanto,372
303,2,Nó de Monsanto,372
304,2,Nó de Miraflores (A5/IC17),374
305,2,Nó de Miraflores (A5/IC17),374
306,2,Nó de Linda-a-Velha,376
307,2,Nó de Linda-a-Velha,376
308,2,Nó Estádio Nacional,378
309,2,Nó Estádio Nacional,378
310,2,Nó de Oeiras,382
311,2,Nó de Oeiras,382
312,2,Nó de Carcavelos,386
313,2,Nó de Carcavelos,386
314,2,Nó de Carcavelos,468
315,2,Nó de Carcavelos,498
316,2,Nó de Carcavelos,438
317,2,Nó de Carcavelos,498
318,2,Nó de Carcavelos,498
319,2,Nó de Carcavelos,528
320,2,Nó de Carcavelos,508
321,2,Nó de Carcavelos,528
322,2,Nó de Carcavelos,528
323,2,Nó de Carcavelos,558
324,2,Nó de Carcavelos,558
325,2,Nó de Carcavelos,558
326,2,Nó de Carcavelos,560
327,2,Nó de Carcavelos,590
328,2,Nó de Carcavelos,590
329,2,Nó de Carcavelos,590
330,2,Nó de Carcavelos,0
331,2,Nó de Carcavelos,0
332,2,Nó de Carcavelos,2
333,2,Nó de Carcavelos,15
334,2,Nó de Carcavelos,15
335,2,Nó de Carcavelos,15
336,2,Nó de Oeiras,137
337,2,Nó de Oeiras,146
338,2,Nó de Oeiras,146
339,2,Nó de Oeiras,146
340,2,Nó Estádio Nacional,194
341,2,Nó Estádio Nacional,222
342,2,Nó Estádio Nacional,222
343,2,Nó Estádio Nacional,222
344,2,Nó de Linda-a-Velha,224
345,2,Nó de Linda-a-Velha,237
346,2,Nó de Linda-a-Velha,237
347,2,Nó de Linda-a-Velha,237
348,2,Nó de Miraflores (A5/IC17),239
349,2,Nó de Miraflores (A5/IC17),249
350,2,Nó de Miraflores (A5/IC17),249
351,2,Nó de Miraflores (A5/IC17),249
352,2,Nó de Monsanto,251
353,2,Nó de Monsanto,265
354,2,Nó de Monsanto,265
355,2,Nó de Monsanto,265
356,2,Nó Cruz das Oliveiras,267
357,2,Nó Cruz das Oliveiras,272
358,2,Nó Cruz das Oliveiras,272
359,2,Nó Cruz das Oliveiras,272
360,2,Nó Viaduto Duarte Pacheco,274
361,2,Nó Viaduto Duarte Pacheco,274
362,2,Nó Viaduto Duarte Pacheco,276
363,2,Nó Viaduto Duarte Pacheco,291
364,2,Nó Viaduto Duarte Pacheco,291
365,2,Nó Viaduto Duarte Pacheco,291
366,2,Nó Cruz das Oliveiras,293
367,2,Nó Cruz das Oliveiras,298
368,2,Nó Cruz das Oliveiras,298
369,2,Nó Cruz das Oliveiras,298
370,2,Nó de Monsanto,300
371,2,Nó de Monsanto,314
372,2,Nó de Monsanto,314
373,2,Nó de Monsanto,314
374,2,Nó de Miraflores (A5/IC17),316
375,2,Nó de Miraflores (A5/IC17),326
376,2,Nó de Miraflores (A5/IC17),326
377,2,Nó de Miraflores (A5/IC17),326
378,2,Nó de Linda-a-Velha,328
379,2,Nó de Linda-a-Velha,341
380,2,Nó de Linda-a-Velha,341
381,2,Nó de Linda-a-Velha,341
382,2,Nó Estádio Nacional,343
383,2,Nó Estádio Nacional,371
384,2,Nó Estádio Nacional,371
385,2,Nó Estádio Nacional,371
386,2,Nó de Oeiras,375
387,2,Nó de Oeiras,384
388,2,Nó de Oeiras,384
389,2,Nó de Oeiras,384
390,2,Nó de Carcavelos,388
391,2,Nó de Carcavelos,388
392,2,Nó de Carcavelos,390
393,2,Nó de Carcavelos,390
394,2,Nó de Oeiras,394
395,2,Nó de Oeiras,394
396,2,Nó Estádio Nacional,398
397,2,Nó Estádio Nacional,398
398,2,Nó de Linda-a-Velha,400
399,2,Nó de Linda-a-Velha,400
400,2,Nó de Miraflores (A5/IC17),402
401,2,Nó de Miraflores (A5/IC17),402
402,2,Nó de Monsanto,404
403,2,Nó de Monsanto,404
404,2,Nó Cruz das Oliveiras,406
405,2,Nó Cruz das Oliveiras,406
406,2,Nó Viaduto Duarte Pacheco,408
407,2,Nó Viaduto Duarte Pacheco,408
408,2,Nó Viaduto Duarte Pacheco,410
409,2,Nó Viaduto Duarte Pacheco,410
410,2,Nó Cruz das Oliveiras,412
411,2,Nó Cruz das Oliveiras,412
412,2,Nó de Monsanto,414
413,2,Nó de Monsanto,414
414,2,Nó de Miraflores (A5/IC17),416
415,2,Nó de Miraflores (A5/IC17),416
416,2,Nó de Linda-a-Velha,418
417,2,Nó de Linda-a-Velha,418
418,2,Nó Estádio Nacional,420
419,2,Nó Estádio Nacional,420
420,2,Nó de Oeiras,424
421,2,Nó de Oeiras,424
422,2,Nó de Carcavelos,428
423,2,Nó de Carcavelos,428
424,2,Nó de Carcavelos,510
425,2,Nó de Carcavelos,540
426,2,Nó de Carcavelos,480
427,2,Nó de Carcavelos,540
428,2,Nó de Carcavelos,540
429,2,Nó de Carcavelos,570
430,2,Nó de Carcavelos,550
431,2,Nó de Carcavelos,570
432,2,Nó de Carcavelos,570
433,2,Nó de Carcavelos,600
434,2,Nó de Carcavelos,600
435,2,Nó de Carcavelos,600
436,2,Nó de Carcavelos,602
437,2,Nó de Carcavelos,632
438,2,Nó de Carcavelos,632
439,2,Nó de Carcavelos,632
440,2,Nó de Carcavelos,0
441,2,Nó de Carcavelos,0
442,2,Nó de Carcavelos,44
443,2,Nó de Carcavelos,57
444,2,Nó de Carcavelos,57
445,2,Nó de Carcavelos,57
446,2,Nó de Oeiras,179
447,2,Nó de Oeiras,188
448,2,Nó de Oeiras,188
449,2,Nó de Oeiras,188
450,2,Nó Estádio Nacional,236
451,2,Nó Estádio Nacional,264
452,2,Nó Estádio Nacional,264
453,2,Nó Estádio Nacional,264
454,2,Nó de Linda-a-Velha,266
455,2,Nó de Linda-a-Velha,279
456,2,Nó de Linda-a-Velha,279
457,2,Nó de Linda-a-Velha,279
458,2,Nó de Miraflores (A5/IC17),281
459,2,Nó de Miraflores (A5/IC17),291
460,2,Nó de Miraflores (A5/IC17),291
461,2,Nó de Miraflores (A5/IC17),291
462,2,Nó de Monsanto,293
463,2,Nó de Monsanto,307
464,2,Nó de Monsanto,307
465,2,Nó de Monsanto,307
466,2,Nó Cruz das Oliveiras,309
467,2,Nó Cruz das Oliveiras,314
468,2,Nó Cruz das Oliveiras,314
469,2,Nó Cruz das Oliveiras,314
470,2,Nó Viaduto Duarte Pacheco,316
471,2,Nó Viaduto Duarte Pacheco,316
472,2,Nó Viaduto Duarte Pacheco,318
473,2,Nó Viaduto Duarte Pacheco,333
474,2,Nó Viaduto Duarte Pacheco,333
475,2,Nó Viaduto Duarte Pacheco,333
476,2,Nó Cruz das Oliveiras,335
477,2,Nó Cruz das Oliveiras,340
478,2,Nó Cruz das Oliveiras,340
479,2,Nó Cruz das Oliveiras,340
480,2,Nó de Monsanto,342
481,2,Nó de Monsanto,356
482,2,Nó de Monsanto,356
483,2,Nó de Monsanto,356
484,2,Nó de Miraflores (A5/IC17),358
485,2,Nó de Miraflores (A5/IC17),368
486,2,Nó de Miraflores (A5/IC17),368
487,2,Nó de Miraflores (A5/IC17),368
488,2,Nó de Linda-a-Velha,370
489,2,Nó de Linda-a-Velha,383
490,2,Nó de Linda-a-Velha,383
491,2,Nó de Linda-a-Velha,383
492,2,Nó Estádio Nacional,385
493,2,Nó Estádio Nacional,413
494,2,Nó Estádio Nacional,413
495,2,Nó Estádio Nacional,413
496,2,Nó de Oeiras,417
497,2,Nó de Oeiras,426
498,2,Nó de Oeiras,426
499,2,Nó de Oeiras,426
500,2,Nó de Carcavelos,430
501,2,Nó de Carcavelos,430
502,2,Nó de Carcavelos,432
503,2,Nó de Carcavelos,432
504,2,Nó de Oeiras,436
505,2,Nó de Oeiras,436
506,2,Nó Estádio Nacional,440
507,2,Nó Estádio Nacional,440
508,2,Nó de Linda-a-Velha,442
509,2,Nó de Linda-a-Velha,442
510,2,Nó de Miraflores (A5/IC17),444
511,2,Nó de Miraflores (A5/IC17),444
512,2,Nó de Monsanto,446
513,2,Nó de Monsanto,446
514,2,Nó Cruz das Oliveiras,448
515,2,Nó Cruz das Oliveiras,448
516,2,Nó Viaduto Duarte Pacheco,450
517,2,Nó Viaduto Duarte Pacheco,450
518,2,Nó Viaduto Duarte Pacheco,452
519,2,Nó Viaduto Duarte Pacheco,452
520,2,Nó Cruz das Oliveiras,454
521,2,Nó Cruz das Oliveiras,454
522,2,Nó de Monsanto,456
523,2,Nó de Monsanto,456
524,2,Nó de Miraflores (A5/IC17),458
525,2,Nó de Miraflores (A5/IC17),458
526,2,Nó de Linda-a-Velha,460
527,2,Nó de Linda-a-Velha,460
528,2,Nó Estádio Nacional,462
529,2,Nó Estádio Nacional,462
530,2,Nó de Oeiras,466
531,2,Nó de Oeiras,466
532,2,Nó de Carcavelos,470
533,2,Nó de Carcavelos,470
534,2,Nó de Carcavelos,552
535,2,Nó de Carcavelos,582
536,2,Nó de Carcavelos,522
537,2,Nó de Carcavelos,582
538,2,Nó de Carcavelos,582
539,2,Nó de Carcavelos,612
540,2,Nó de Carcavelos,592
541,2,Nó de Carcavelos,612
542,2,Nó de Carcavelos,612
543,2,Nó de Carcavelos,642
544,2,Nó de Carcavelos,642
545,2,Nó de Carcavelos,642
546,2,Nó de Carcavelos,644
547,2,Nó de Carcavelos,674
548,2,Nó de Carcavelos,674
549,2,Nó de Carcavelos,674
550,2,Nó de Carcavelos,0
551,2,Nó de Carcavelos,0
552,2,Nó de Carcavelos,76
553,2,Nó de Carcavelos,89
554,2,Nó de Carcavelos,89
555,2,Nó de Carcavelos,89
556,2,Nó de Oeiras,211
557,2,Nó de Oeiras,220
558,2,Nó de Oeiras,220
559,2,Nó de Oeiras,220
560,2,Nó Estádio Nacional,268
561,2,Nó Estádio Nacional,296
562,2,Nó Estádio Nacional,296
563,2,Nó Estádio Nacional,296
564,2,Nó de Linda-a-Velha,298
565,2,Nó de Linda-a-Velha,311
566,2,Nó de Linda-a-Velha,311
567,2,Nó de Linda-a-Velha,311
568,2,Nó de Miraflores (A5/IC17),313
569,2,Nó de Miraflores (A5/IC17),323
570,2,Nó de Miraflores (A5/IC17),323
571,2,Nó de Miraflores (A5/IC17),323
572,2,Nó de Monsanto,325
573,2,Nó de Monsanto,339
574,2,Nó de Monsanto,339
575,2,Nó de Monsanto,339
576,2,Nó Cruz das Oliveiras,341
577,2,Nó Cruz das Oliveiras,346
578,2,Nó Cruz das Oliveiras,346
579,2,Nó Cruz das Oliveiras,346
580,2,Nó Viaduto Duarte Pacheco,348
581,2,Nó Viaduto Duarte Pacheco,348
582,2,Nó Viaduto Duarte Pacheco,350
583,2,Nó Viaduto Duarte Pacheco,365
584,2,Nó Viaduto Duarte Pacheco,365
585,2,Nó Viaduto Duarte Pacheco,365
586,2,Nó Cruz das Oliveiras,367
587,2,Nó Cruz das Oliveiras,372
588,2,Nó Cruz das Oliveiras,372
589,2,Nó Cruz das Oliveiras,372
590,2,Nó de Monsanto,374
591,2,Nó de Monsanto,388
592,2,Nó de Monsanto,388
593,2,Nó de Monsanto,388
594,2,Nó de Miraflores (A5/IC17),390
595,2,Nó de Miraflores (A5/IC17),400
596,2,Nó de Miraflores (A5/IC17),400
597,2,Nó de Miraflores (A5/IC17),400
598,2,Nó de Linda-a-Velha,402
599,2,Nó de Linda-a-Velha,415
600,2,Nó de Linda-a-Velha,415
601,2,Nó de Linda-a-Velha,415
602,2,Nó Estádio Nacional,417
603,2,Nó Estádio Nacional,445
604,2,Nó Estádio Nacional,445
605,2,Nó Estádio Nacional,445
606,2,Nó de Oeiras,449
607,2,Nó de Oeiras,458
608,2,Nó de Oeiras,458
609,2,Nó de Oeiras,458
610,2,Nó de Carcavelos,462
611,2,Nó de Carcavelos,462
612,2,Nó de Carcavelos,464
613,2,Nó de Carcavelos,464
614,2,Nó de Oeiras,468
615,2,Nó de Oeiras,468
616,2,Nó Estádio Nacional,472
617,2,Nó Estádio Nacional,472
618,2,Nó de Linda-a-Velha,474
619,2,Nó de Linda-a-Velha,474
620,2,Nó de Miraflores (A5/IC17),476
621,2,Nó de Miraflores (A5/IC17),476
622,2,Nó de Monsanto,478
623,2,Nó de Monsanto,478
624,2,Nó Cruz das Oliveiras,480
625,2,Nó Cruz das Oliveiras,480
626,2,Nó Viaduto Duarte Pacheco,482
627,2,Nó Viaduto Duarte Pacheco,482
628,2,Nó Viaduto Duarte Pacheco,484
629,2,Nó Viaduto Duarte Pacheco,484
630,2,Nó Cruz das Oliveiras,486
631,2,Nó Cruz das Oliveiras,486
632,2,Nó de Monsanto,488
633,2,Nó de Monsanto,488
634,2,Nó de Miraflores (A5/IC17),490
635,2,Nó de Miraflores (A5/IC17),490
636,2,Nó de Linda-a-Velha,492
637,2,Nó de Linda-a-Velha,492
638,2,Nó Estádio Nacional,494
639,2,Nó Estádio Nacional,494
640,2,Nó de Oeiras,498
641,2,Nó de Oeiras,498
642,2,Nó de Carcavelos,502
643,2,Nó de Carcavelos,502
644,2,Nó de Carcavelos,584
645,2,Nó de Carcavelos,614
646,2,Nó de Carcavelos,554
647,2,Nó de Carcavelos,614
648,2,Nó de Carcavelos,614
649,2,Nó de Carcavelos,644
650,2,Nó de Carcavelos,624
651,2,Nó de Carcavelos,644
652,2,Nó de Carcavelos,644
653,2,Nó de Carcavelos,674
654,2,Nó de Carcavelos,674
655,2,Nó de Carcavelos,674
656,2,Nó de Carcavelos,676
657,2,Nó de Carcavelos,706
658,2,Nó de Carcavelos,706
659,2,Nó de Carcavelos,706
660,2,Nó de Carcavelos,0
661,2,Nó de Carcavelos,0
662,2,Nó de Carcavelos,110
663,2,Nó de Carcavelos,123
664,2,Nó de Carcavelos,123
665,2,Nó de Carcavelos,123
666,2,Nó de Oeiras,245
667,2,Nó de Oeiras,254
668,2,Nó de Oeiras,254
669,2,Nó de Oeiras,254
670,2,Nó Estádio Nacional,302
671,2,Nó Estádio Nacional,330
672,2,Nó Estádio Nacional,330
673,2,Nó Estádio Nacional,330
674,2,Nó de Linda-a-Velha,332
675,2,Nó de Linda-a-Velha,345
676,2,Nó de Linda-a-Velha,345
677,2,Nó de Linda-a-Velha,345
678,2,Nó de Miraflores (A5/IC17),347
679,2,Nó de Miraflores (A5/IC17),357
680,2,Nó de Miraflores (A5/IC17),357
681,2,Nó de Miraflores (A5/IC17),357
682,2,Nó de Monsanto,359
683,2,Nó de Monsanto,373
684,2,Nó de Monsanto,373
685,2,Nó de Monsanto,373
686,2,Nó Cruz das Oliveiras,375
687,2,Nó Cruz das Oliveiras,380
688,2,Nó Cruz das Oliveiras,380
689,2,Nó Cruz das Oliveiras,380
690,2,Nó Viaduto Duarte Pacheco,382
691,2,Nó Viaduto Duarte Pacheco,382
692,2,Nó Viaduto Duarte Pacheco,384
693,2,Nó Viaduto Duarte Pacheco,399
694,2,Nó Viaduto Duarte Pacheco,399
695,2,Nó Viaduto Duarte Pacheco,399
696,2,Nó Cruz das Oliveiras,401
697,2,Nó Cruz das Oliveiras,406
698,2,Nó Cruz das Oliveiras,406
699,2,Nó Cruz das Oliveiras,406
700,2,Nó de Monsanto,408
701,2,Nó de Monsanto,422
702,2,Nó de Monsanto,422
703,2,Nó de Monsanto,422
704,2,Nó de Miraflores (A5/IC17),424
705,2,Nó de Miraflores (A5/IC17),434
706,2,Nó de Miraflores (A5/IC17),434
707,2,Nó de Miraflores (A5/IC17),434
708,2,Nó de Linda-a-Velha,436
709,2,Nó de Linda-a-Velha,449
710,2,Nó de Linda-a-Velha,449
711,2,Nó de Linda-a-Velha,449
712,2,Nó Estádio Nacional,451
713,2,Nó Estádio Nacional,479
714,2,Nó Estádio Nacional,479
715,2,Nó Estádio Nacional,479
716,2,Nó de Oeiras,483
717,2,Nó de Oeiras,492
718,2,Nó de Oeiras,492
719,2,Nó de Oeiras,492
720,2,Nó de Carcavelos,496
721,2,Nó de Carcavelos,496
722,2,Nó de Carcavelos,498
723,2,Nó de Carcavelos,498
724,2,Nó de Oeiras,502
725,2,Nó de Oeiras,502
726,2,Nó Estádio Nacional,506
727,2,Nó Estádio Nacional,506
728,2,Nó de Linda-a-Velha,508
729,2,Nó de Linda-a-Velha,508
730,2,Nó de Miraflores (A5/IC17),510
731,2,Nó de Miraflores (A5/IC17),510
732,2,Nó de Monsanto,512
733,2,Nó de Monsanto,512
734,2,Nó Cruz das Oliveiras,514
735,2,Nó Cruz das Oliveiras,514
736,2,Nó Viaduto Duarte Pacheco,516
